Category,7,8,9,10,11,12
Afiliativa,0.0,0.0,0.0,0.0,0.0,0.0
Agonista,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Apaciguamiento,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Autorregulación,0.0,0.0,0.1,0.0,0.0,0.0
Cuidado corporal,0.35714285714285715,0.0,0.0,0.0,0.0,0.0625
Descanso,0.5,0.35714285714285715,0.6,0.45454545454545453,0.35714285714285715,0.25
Exploración,0.0,0.07142857142857142,0.0,0.0,0.0,0.125
Locomoción,0.0,0.0,0.1,0.18181818181818182,0.0,0.125
Locomoción cola,0.07142857142857142,0.21428571428571427,0.0,0.09090909090909091,0.2857142857142857,0.375
Locomoción orejas,0.0,0.0,0.0,0.0,0.07142857142857142,0.0
Rumiación,0.07142857142857142,0.35714285714285715,0.2,0.2727272727272727,0.0,0.0625
