Category,7,8,9,10,11,12
Afiliativa,0.0,0.0,0.0,0.0,0.0,0.0
Beber,0.0,0.0,0.0,0.0,0.0,0.23076923076923078
Comer,0.6666666666666666,0.6153846153846154,0.42857142857142855,0.21428571428571427,0.5,0.15384615384615385
Cuidado corporal,0.0,0.0,0.0,0.0,0.0,0.0
Descanso,0.0,0.0,0.0,0.21428571428571427,0.08333333333333333,0.15384615384615385
Exploración,0.3333333333333333,0.38461538461538464,0.42857142857142855,0.2857142857142857,0.25,0.15384615384615385
Locomoción,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
Locomoción cola,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.23076923076923078
Rumiación,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
